96108197,10,4,20,3,21,58
96108204,1,2,3,2,3,11
96108215,10,10,19,18,19,76
96108226,7,6,20,18,24,75
96108237,8,3,17,10,23,61
96108248,0,2,12,12,0,26
96108259,10,17,18,20,20,85
96108261,10,20,15,0,24,69
96108272,10,12,8,12,22,64
96108283,6,8,3,10,23,50
96108294,2,2,0,8,6,18
96108301,10,3,20,12,22,67
96108312,2,3,18,2,16,41
96108323,10,20,20,20,27,97
96108334,8,20,15,13,22,78
96108345,1,10,14,0,17,42
96108356,0,0,0,0,0,0
96108367,1,3,20,2,24,50
96108378,5,14,14,4,27,64
96108389,2,2,10,3,12,29
96108391,2,2,18,5,20,47
96108407,2,3,20,7,24,56
96108418,0,12,15,0,20,47
96108429,10,3,15,12,16,56
96108431,6,10,10,11,20,57
96108442,10,12,18,10,25,75
96108453,2,3,20,5,18,48
96108464,5,0,3,8,24,40
96108475,10,3,18,2,18,51
96108486,10,12,15,20,22,79
96108497,10,7,19,5,23,64
96108504,0,2,12,3,24,41
96108515,10,2,18,8,16,54
96108526,2,13,20,17,27,79
96108537,8,3,18,2,22,53
96108548,8,0,8,4,24,44
96108559,0,2,20,4,24,50
96108561,6,3,17,12,18,56
96108572,10,2,10,11,18,51
96108583,8,0,14,18,11,51
96108594,4,3,8,1,4,20
96108601,10,2,9,20,16,57
96108612,0,4,6,0,12,22
96108623,10,12,15,20,24,81
96108634,10,3,10,20,22,65
96108645,10,13,10,20,24,77
96108656,10,3,10,6,14,43
96108667,0,2,2,0,3,7
96108678,0,3,2,3,8,16
96108689,0,15,6,0,10,31
96108691,1,2,20,11,22,56
96108707,10,13,6,8,18,55
96108718,10,3,14,7,16,50
96108729,10,2,18,8,25,63
96108731,9,2,2,0,12,25
96108742,10,3,20,11,23,67
96108753,10,12,20,4,22,68
96108764,4,0,20,6,21,51
96108775,4,2,13,2,12,33
96108786,8,3,0,5,18,34
96108797,10,9,15,16,24,74
96108804,10,2,18,15,27,72
